value,node_id,position
12444,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2110,4225
12453,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5034,4226
12459,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2491,4227
12464,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3368,4228
12476,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5386,4229
12479,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4214,4230
12500,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4037,4231
12500,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5117,4232
12502,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3781,4233
12505,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1728,4234
12513,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1691,4235
12521,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3645,4236
12527,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1511,4237
12527,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:461,4238
12548,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2740,4239
12552,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2457,4240
12559,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4813,4241
12562,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3798,4242
12565,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3839,4243
12576,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6386,4244
12586,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5007,4245
12589,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2171,4246
12590,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6013,4247
12601,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8303,4248
12606,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6594,4249
12610,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1283,4250
12621,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:821,4251
12622,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:617,4252
12632,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8590,4253
12638,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3518,4254
12639,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3714,4255
12641,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5805,4256
12674,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7436,4257
12676,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2863,4258
12692,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3796,4259
12699,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5254,4260
12700,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1358,4261
12700,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2588,4262
12707,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7872,4263
12713,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2036,4264
12713,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8291,4265
12714,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7050,4266
12716,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3748,4267
12716,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:505,4268
12719,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6547,4269
12742,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8915,4270
12749,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2786,4271
12750,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5747,4272
12753,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3732,4273
12761,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5744,4274
12762,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3507,4275
12774,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7215,4276
12782,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2915,4277
12791,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3157,4278
12792,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6035,4279
12793,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5491,4280
12798,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3139,4281
12825,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2060,4282
12825,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7953,4283
12830,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6928,4284
12836,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3973,4285
12838,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2024,4286
12843,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5971,4287
12847,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7495,4288
12847,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8648,4289
12848,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1577,4290
12856,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3380,4291
12860,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2162,4292
12868,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2440,4293
12868,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5154,4294
12875,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6809,4295
12876,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8598,4296
12879,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:160,4297
12890,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3485,4298
12891,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6511,4299
12898,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:784,4300
12915,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4970,4301
12929,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3802,4302
12932,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1477,4303
12932,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2657,4304
12947,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4534,4305
12947,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5889,4306
12952,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4282,4307
12961,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1714,4308
12981,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5287,4309
12986,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:592,4310
12989,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2703,4311
12993,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4979,4312
12999,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:9089,4313
13002,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3029,4314
13004,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3580,4315
13005,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4520,4316
13005,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7451,4317
13017,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7399,4318
13029,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7976,4319
13031,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8020,4320
13062,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2030,4321
13080,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2751,4322
13080,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5582,4323
13086,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1685,4324
13086,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:256,4325
13094,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7260,4326
13097,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5403,4327
13107,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5290,4328
13109,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4992,4329
13118,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:497,4330
13119,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5074,4331
13122,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:444,4332
13134,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5311,4333
13142,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2686,4334
13149,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:395,4335
13157,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4561,4336
13161,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2782,4337
13165,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8827,4338
13167,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:768,4339
13168,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5807,4340
13177,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5869,4341
13195,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5768,4342
13199,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2614,4343
13201,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:289,4344
13202,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5719,4345
13209,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7011,4346
13216,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5988,4347
13246,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2830,4348
13253,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2384,4349
13257,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8207,4350
13258,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1314,4351
13261,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4831,4352
13266,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3654,4353
13276,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:435,4354
13283,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2068,4355
13299,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4484,4356
13315,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4673,4357
13318,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7235,4358
13325,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2480,4359
13350,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3672,4360
13364,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3014,4361
13364,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8039,4362
13376,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6062,4363
13377,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4776,4364
13391,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1456,4365
13391,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:836,4366
13399,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5992,4367
13403,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:153,4368
13405,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2326,4369
13416,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5183,4370
13445,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5307,4371
13449,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3090,4372
13456,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1616,4373
13461,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2253,4374
13483,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3590,4375
13484,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4470,4376
13485,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5905,4377
13493,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2435,4378
13503,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5193,4379
13505,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3779,4380
13508,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4789,4381
13514,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5235,4382
13520,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:223,4383
13527,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3516,4384
13532,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:481,4385
13537,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1884,4386
13542,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5835,4387
13558,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7057,4388
13599,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3027,4389
13602,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6852,4390
13636,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3068,4391
13636,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5381,4392
13647,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:158,4393
13648,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3118,4394
13668,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1289,4395
13669,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2448,4396
13683,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4290,4397
13686,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1919,4398
13693,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4989,4399
13696,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7685,4400
13702,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4359,4401
13702,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:679,4402
13705,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3208,4403
13707,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:90,4404
13731,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:826,4405
13732,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8848,4406
13745,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5842,4407
13747,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4024,4408
13752,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1109,4409
13759,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3486,4410
13770,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5348,4411
13771,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:9014,4412
13772,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:557,4413
13780,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5516,4414
13784,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6112,4415
13801,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:224,4416
13808,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2859,4417
13818,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7814,4418
13819,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:427,4419
13822,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4706,4420
13827,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4502,4421
13832,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4013,4422
13840,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5237,4423
13844,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2243,4424
13850,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4448,4425
13870,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2607,4426
13870,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5963,4427
13870,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7398,4428
13873,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5316,4429
13874,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3603,4430
13877,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3634,4431
13905,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3313,4432
13915,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4787,4433
13933,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2969,4434
13949,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8492,4435
13951,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:250,4436
13967,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:775,4437
13974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3366,4438
13975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3334,4439
13986,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5335,4440
13986,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8182,4441
13990,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3285,4442
14000,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8929,4443
14014,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4572,4444
14016,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2373,4445
14020,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2361,4446
14024,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4374,4447
14025,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4589,4448
14029,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6056,4449
14043,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5913,4450
14066,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:777,4451
14071,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5068,4452
14082,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6797,4453
14087,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7185,4454
14111,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5102,4455
14112,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4075,4456
14115,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4937,4457
14120,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:388,4458
14120,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4726,4459
14144,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5852,4460
14150,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5325,4461
14160,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8774,4462
14162,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2903,4463
14173,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6431,4464
14180,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8429,4465
14196,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1178,4466
14213,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1072,4467
14222,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3643,4468
14227,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2335,4469
14247,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5262,4470
14253,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2526,4471
14257,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4425,4472
14261,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3493,4473
14276,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:9077,4474
14279,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2845,4475
14282,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1828,4476
14294,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2186,4477
14300,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6490,4478
14301,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3847,4479
14301,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4934,4480
14320,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2584,4481
14346,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1943,4482
14347,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2432,4483
14348,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5195,4484
14356,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4483,4485
14389,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2462,4486
14389,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4895,4487
14400,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4864,4488
14400,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5802,4489
14402,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8907,4490
14412,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:966,4491
14413,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3947,4492
14420,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:715,4493
14432,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:342,4494
14454,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2471,4495
14468,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8632,4496
14476,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4924,4497
14477,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4950,4498
14481,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2982,4499
14486,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:194,4500
14496,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6516,4501
14503,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2061,4502
14510,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3195,4503
14510,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5308,4504
14518,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5276,4505
14521,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4661,4506
14522,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1993,4507
14530,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5937,4508
14531,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4165,4509
14536,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3878,4510
14538,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6766,4511
14544,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2793,4512
14547,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2848,4513
14549,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6580,4514
14582,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5806,4515
14584,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1141,4516
14600,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4428,4517
14601,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:758,4518
14602,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:50,4519
14613,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3472,4520
14643,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5697,4521
14656,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3297,4522
14663,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3056,4523
14664,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6449,4524
14672,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8415,4525
14686,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3447,4526
14691,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5450,4527
14692,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2352,4528
14730,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:400,4529
14740,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3841,4530
14742,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4568,4531
14742,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6286,4532
14749,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:55,4533
14751,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8664,4534
14760,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1311,4535
14762,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4780,4536
14766,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1708,4537
14771,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8114,4538
14777,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:272,4539
14779,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4510,4540
14780,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3506,4541
14784,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5564,4542
14786,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2866,4543
14792,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:130,4544
14795,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2730,4545
14807,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1749,4546
14828,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8203,4547
14843,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4269,4548
14844,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8073,4549
14848,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1980,4550
14849,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8031,4551
14854,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7835,4552
14856,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3534,4553
14859,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:891,4554
14860,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5246,4555
14881,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5875,4556
14882,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6423,4557
14893,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1901,4558
14899,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4370,4559
14906,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2645,4560
14930,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1988,4561
14933,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6208,4562
14943,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2259,4563
14953,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3860,4564
14957,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7642,4565
14961,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2324,4566
14964,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7219,4567
14970,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8775,4568
14974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2092,4569
14976,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4333,4570
14981,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4754,4571
14993,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7121,4572
14995,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:827,4573
15000,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2787,4574
15009,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1906,4575
15012,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4141,4576
15013,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:278,4577
15014,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3948,4578
15014,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7283,4579
15017,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7374,4580
15040,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7179,4581
15048,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8250,4582
15050,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1796,4583
15057,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3081,4584
15071,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6968,4585
15072,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7802,4586
15076,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3790,4587
15094,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2322,4588
15100,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5584,4589
15112,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7868,4590
15116,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6883,4591
15123,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2360,4592
15140,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6975,4593
